0.031,-0.827,0.562,0
0.031,-0.827,0.562,0
0.031,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
28.926,10.919,-24.949,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.031,-0.827,0.562,0
29.036,10.919,-25.059,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
28.975,10.882,-25.12,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
28.963,10.858,-25.132,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
28.902,10.882,-25.047,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
0.032,-0.827,0.562,0
-0.152,-0.0,0.001,0
0.033,-0.825,0.564,0
0.032,-0.822,0.569,0
28.853,10.565,-24.937,0
0.032,-0.822,0.568,0
0.032,-0.822,0.569,0
0.032,-0.822,0.568,0
0.032,-0.823,0.568,0
0.032,-0.824,0.566,0
28.78,10.407,-24.79,0
0.032,-0.825,0.563,0
0.032,-0.825,0.563,0
28.804,10.956,-24.693,0
0.032,-0.826,0.563,0
0.032,-0.826,0.563,0
0.032,-0.826,0.563,0
0.032,-0.826,0.563,0
0.033,-0.825,0.564,0
28.768,12.078,-24.766,0
0.033,-0.825,0.564,0
0.033,-0.825,0.564,0
0.033,-0.825,0.564,0
0.033,-0.825,0.564,0
0.033,-0.825,0.563,0
0.032,-0.825,0.564,0
0.032,-0.825,0.564,0
0.032,-0.825,0.564,0
28.719,12.359,-24.949,0
0.032,-0.825,0.564,0
0.032,-0.825,0.564,0
28.743,12.334,-24.912,0
0.032,-0.825,0.564,0
0.033,-0.825,0.564,0
0.033,-0.825,0.564,0
0.034,-0.825,0.564,0
0.034,-0.823,0.567,0
28.768,12.322,-24.925,0
0.033,-0.823,0.566,0
0.033,-0.824,0.566,0
0.033,-0.824,0.566,0
0.033,-0.824,0.566,0
0.033,-0.825,0.565,0
0.033,-0.831,0.555,0
28.792,12.029,-24.973,0
0.033,-0.836,0.548,0
0.033,-0.837,0.546,0
28.804,11.968,-24.998,0
0.033,-0.837,0.546,0
0.033,-0.837,0.545,0
0.033,-0.837,0.545,0
0.033,-0.837,0.546,0
28.853,11.98,-25.01,0
0.033,-0.837,0.545,0
0.033,-0.837,0.546,0
0.033,-0.837,0.545,0
28.816,11.944,-25.01,0
0.033,-0.837,0.545,0
0.034,-0.837,0.545,0
0.034,-0.837,0.546,0
0.034,-0.835,0.549,0
0.034,-0.833,0.552,0
0.034,-0.832,0.554,0
0.033,-0.832,0.554,0
0.032,-0.833,0.553,0
0.033,-0.835,0.549,0
0.033,-0.836,0.547,0
0.033,-0.837,0.546,0
0.033,-0.837,0.546,0
0.033,-0.839,0.543,0
0.033,-0.841,0.54,0
28.585,11.98,-25.278,0
0.033,-0.843,0.537,0
0.034,-0.843,0.537,0
0.034,-0.843,0.537,0
0.036,-0.841,0.54,0
0.035,-0.839,0.543,0
0.034,-0.837,0.546,0
0.034,-0.836,0.548,0
0.034,-0.836,0.548,0
0.033,-0.836,0.548,0
0.033,-0.836,0.548,0
0.033,-0.836,0.548,0
0.033,-0.838,0.545,0
0.033,-0.839,0.543,0
0.033,-0.84,0.542,0
0.033,-0.841,0.54,0
28.707,12.115,-25.413,0
0.033,-0.845,0.534,0
28.694,12.298,-25.352,0
28.694,12.395,-25.352,0
0.033,-0.848,0.53,0
0.033,-0.847,0.53,0
0.034,-0.847,0.53,0
0.035,-0.846,0.532,0
0.035,-0.845,0.533,0
0.035,-0.845,0.534,0
0.035,-0.843,0.536,0
0.035,-0.843,0.536,0
0.036,-0.843,0.537,0
0.036,-0.842,0.537,0
0.035,-0.842,0.538,0
0.035,-0.842,0.538,0
0.035,-0.842,0.537,0
0.035,-0.843,0.537,0
0.035,-0.842,0.538,0
0.036,-0.842,0.537,0
0.036,-0.842,0.537,0
0.036,-0.842,0.537,0
0.036,-0.843,0.537,0
0.036,-0.842,0.538,0
0.037,-0.843,0.537,0
0.037,-0.841,0.54,0
0.036,-0.841,0.54,0
28.365,12.712,-25.388,0
0.036,-0.842,0.539,0
-0.063,-0.011,0.003,0
0.037,-0.843,0.537,0
28.377,12.725,-25.376,0
0.036,-0.844,0.535,0
0.035,-0.844,0.535,0
0.033,-0.845,0.534,0
0.033,-0.846,0.533,0
28.402,12.7,-25.364,0
0.032,-0.847,0.53,0
0.032,-0.848,0.529,0
0.033,-0.849,0.527,0
0.033,-0.85,0.526,0
0.033,-0.849,0.527,0
0.034,-0.849,0.527,0
28.56,12.859,-25.169,0
0.034,-0.849,0.527,0
0.036,-0.849,0.527,0
28.572,12.859,-25.205,0
0.035,-0.849,0.527,0
0.034,-0.849,0.528,0
0.034,-0.849,0.527,0
0.034,-0.849,0.528,0
0.034,-0.849,0.528,0
28.426,12.859,-25.205,0
0.033,-0.848,0.528,0
0.033,-0.848,0.528,0
28.475,12.969,-25.059,0
0.033,-0.849,0.527,0
0.033,-0.851,0.524,0
